Description,Language,dependecies_found
A MATLAB toolbox for prototyping and simulating diagnostic ultrasound imaging systems,MATLAB,[]
Annotated data.,Python,"[""aiohttp"", ""array_api_compat"", ""cupy"", ""cupy-cuda11x"", ""cupy-cuda12x"", ""h5py"", ""legacy-api-wrap"", ""loompy"", ""myst-nb"", ""natsort"", ""numpy"", ""packaging"", ""pandas"", ""pytest"", ""pytest-cov"", ""pytest-memray"", ""pytest-mock"", ""pytest-randomly"", ""requests"", ""scipy"", ""sphinx"", ""sphinx-autodoc-typehints"", ""sphinx-book-theme"", ""sphinx-copybutton"", ""sphinx-issues"", ""sphinx-toolbox"", ""sphinxext.opengraph"", ""towncrier"", ""xarray"", ""zarr""]"
TREvoSim - The [Tr]ee [Evo]lutionary [Sim]ulator program,C++,"[""GTest"", ""Qt"", ""Qt6"", ""googletest-build""]"
small n sequential multiple assignment randomized trial (snSMART),R,"[""EnvStats"", ""HDInterval"", ""bayestestR"", ""coda"", ""condMVNorm"", ""cubature"", ""geepack"", ""pracma"", ""rjags"", ""testthat"", ""tidyr"", ""truncdist""]"
A pure python implementation for vine copulas,Python,"[""jupyter"", ""matplotlib"", ""networkx"", ""numpy"", ""pandas"", ""pytest"", ""scipy""]"
TIN-based Real-time Integrated Basin Simulator (tRIBS) Distributed Hydrological Model,C++,"[""MPI""]"
FIWARE Library for Python (FiLiP) to work with FIWARE API,Python,"[""autodoc-pydantic"", ""m2r2"", ""sphinx"", ""sphinx-autobuild"", ""sphinx-rtd-theme""]"
Discrete choice modeling in Python with large datasets & single choice / basket models - Assortment & Pricing Optimization .,Python,"[""absl-py"", ""appnope"", ""asttokens"", ""astunparse"", ""attrs"", ""babel"", ""bandit"", ""beautifulsoup4"", ""bleach"", ""cachetools"", ""certifi"", ""cffi"", ""cfgv"", ""charset-normalizer"", ""click"", ""cloudpickle"", ""codespell"", ""colorama"", ""comm"", ""coverage"", ""debugpy"", ""decorator"", ""defusedxml"", ""distlib"", ""dm-tree"", ""exceptiongroup"", ""execnet"", ""executing"", ""fastjsonschema"", ""filelock"", ""flatbuffers"", ""gast"", ""ghp-import"", ""google-auth"", ""google-auth-oauthlib"", ""google-pasta"", ""griffe"", ""grpcio"", ""gurobipy"", ""h5py"", ""identify"", ""idna"", ""immutabledict"", ""importlib-metadata"", ""iniconfig"", ""ipykernel"", ""ipython"", ""jedi"", ""jinja2"", ""jsonschema"", ""jsonschema-specifications"", ""jupyter-client"", ""jupyter-core"", ""jupyterlab-pygments"", ""keras"", ""libclang"", ""markdown"", ""markdown-it-py"", ""markupsafe"", ""matplotlib-inline"", ""mdurl"", ""mergedeep"", ""mistune"", ""mkdocs"", ""mkdocs-autorefs"", ""mkdocs-get-deps"", ""mkdocs-material"", ""mkdocs-material-extensions"", ""mkdocs-nbconvert"", ""mkdocstrings"", ""mkdocstrings-python"", ""ml-dtypes"", ""nbclient"", ""nbconvert"", ""nbformat"", ""nbstripout"", ""nest-asyncio"", ""nodeenv"", ""numpy"", ""oauthlib"", ""opt-einsum"", ""ortools"", ""packaging"", ""paginate"", ""pandas"", ""pandocfilters"", ""parso"", ""pathspec"", ""pbr"", ""pexpect"", ""platformdirs"", ""pluggy"", ""pre-commit"", ""prompt-toolkit"", ""protobuf"", ""psutil"", ""ptyprocess"", ""pure-eval"", ""pyasn1"", ""pyasn1-modules"", ""pycparser"", ""pygments"", ""pymdown-extensions"", ""pytest"", ""pytest-cov"", ""pytest-xdist"", ""python-dateutil"", ""python-markdown-math"", ""pytz"", ""pywin32"", ""pyyaml"", ""pyyaml-env-tag"", ""pyzmq"", ""referencing"", ""regex"", ""requests"", ""requests-oauthlib"", ""rich"", ""rpds-py"", ""rsa"", ""ruff"", ""setuptools"", ""six"", ""soupsieve"", ""stack-data"", ""stevedore"", ""tensorboard"", ""tensorboard-data-server"", ""tensorflow"", ""tensorflow-estimator"", ""tensorflow-io-gcs-filesystem"", ""tensorflow-probability"", ""tensorflow_probability"", ""termcolor"", ""tf-keras"", ""tf_keras"", ""tinycss2"", ""tomli"", ""tornado"", ""tqdm"", ""traitlets"", ""typing-extensions"", ""tzdata"", ""urllib3"", ""virtualenv"", ""watchdog"", ""wcwidth"", ""webencodings"", ""werkzeug"", ""wheel"", ""wrapt"", ""zipp""]"
Interactive 2D scatter plot widget for Jupyter Lab and Notebook. Scales to millions of points!,Python,"[""anyio"", ""anywidget"", ""appnope"", ""argon2-cffi"", ""argon2-cffi-bindings"", ""arro3-core"", ""arrow"", ""asttokens"", ""async-lru"", ""attrs"", ""babel"", ""beautifulsoup4"", ""bleach"", ""certifi"", ""cffi"", ""cfgv"", ""charset-normalizer"", ""colorama"", ""comm"", ""contourpy"", ""coverage"", ""cycler"", ""debugpy"", ""decorator"", ""defusedxml"", ""distlib"", ""exceptiongroup"", ""executing"", ""fastjsonschema"", ""filelock"", ""fonttools"", ""fqdn"", ""geoindex-rs"", ""h11"", ""hatch-jupyter-builder"", ""hdbscan"", ""httpcore"", ""httpx"", ""identify"", ""idna"", ""importlib-metadata"", ""importlib-resources"", ""iniconfig"", ""ipykernel"", ""ipython"", ""ipython-pygments-lexers"", ""ipywidgets"", ""isoduration"", ""jedi"", ""jinja2"", ""joblib"", ""json5"", ""jsonpointer"", ""jsonschema"", ""jsonschema-specifications"", ""jupyter-client"", ""jupyter-core"", ""jupyter-events"", ""jupyter-lsp"", ""jupyter-scatter"", ""jupyter-server"", ""jupyter-server-terminals"", ""jupyterlab"", ""jupyterlab-pygments"", ""jupyterlab-server"", ""jupyterlab-widgets"", ""kiwisolver"", ""lark"", ""markupsafe"", ""matplotlib"", ""matplotlib-inline"", ""mistune"", ""nbclient"", ""nbconvert"", ""nbformat"", ""nest-asyncio"", ""nodeenv"", ""notebook-shim"", ""numpy"", ""overrides"", ""packaging"", ""pandas"", ""pandocfilters"", ""parso"", ""pexpect"", ""pillow"", ""platformdirs"", ""pluggy"", ""pooch"", ""pre-commit"", ""prometheus-client"", ""prompt-toolkit"", ""psutil"", ""psygnal"", ""ptyprocess"", ""pure-eval"", ""pyarrow"", ""pycparser"", ""pygments"", ""pyparsing"", ""pytest"", ""pytest-cov"", ""python-dateutil"", ""python-json-logger"", ""pytz"", ""pywin32"", ""pywinpty"", ""pyyaml"", ""pyzmq"", ""referencing"", ""requests"", ""rfc3339-validator"", ""rfc3986-validator"", ""rfc3987-syntax"", ""rpds-py"", ""ruff"", ""scikit-learn"", ""scipy"", ""seaborn"", ""send2trash"", ""setuptools"", ""six"", ""sniffio"", ""soupsieve"", ""stack-data"", ""terminado"", ""threadpoolctl"", ""tinycss2"", ""tomli"", ""tornado"", ""tqdm"", ""traitlets"", ""types-python-dateutil"", ""typing-extensions"", ""typing_extensions"", ""tzdata"", ""uri-template"", ""urllib3"", ""virtualenv"", ""watchfiles"", ""wcwidth"", ""webcolors"", ""webencodings"", ""websocket-client"", ""widgetsnbextension"", ""zipp""]"
Tools for modelling exoplanet spectra,Python,[]
DTWC++,C++,"[""CLI11"", ""OpenMP"", ""armadillo"", ""benchmark"", ""dtwc bin"", ""dtwc++"", ""examples"", ""mip"", ""mip-solvers"", ""project_options"", ""project_warnings"", ""tests""]"
,R,"[""ape"", ""bookdown"", ""cli"", ""dplyr"", ""generics"", ""ggplot2"", ""knitr"", ""pillar"", ""rlang"", ""rmarkdown"", ""stats"", ""testthat"", ""tibble"", ""tidyselect"", ""tidyverse"", ""vctrs""]"
Tools for summarizing/visualizing regressions and other helpful stuff,R,"[""MASS"", ""RColorBrewer"", ""boot"", ""broom"", ""broom.mixed"", ""cli"", ""generics"", ""ggplot2"", ""huxtable"", ""kableExtra"", ""knitr"", ""lme4"", ""lmerTest"", ""magrittr"", ""methods"", ""pander"", ""pbkrtest"", ""pkgconfig"", ""rlang"", ""rmarkdown"", ""sandwich"", ""scales"", ""survey"", ""testthat"", ""tibble"", ""vdiffr"", ""weights""]"
Price index aggregation in R,R,"[""Matrix"", ""data.tree"", ""gpindex"", ""knitr"", ""rmarkdown"", ""sps"", ""stats"", ""testthat"", ""treemap"", ""utils""]"
A library of data interpolation and smoothing functions,Julia,[]
SONIC is an object-oriented optical navigation (OPNAV) toolkit written in MATLAB.,MATLAB,[]
,,
World Builder: An initial conditions generator for geodynamic modeling,C++,"[""Doxygen"", ""MPI"", ""Python"", ""PythonInterp"", ""PythonLibs"", ""SWIG"", ""Sphinx"", ""ZLIB"", ""tests""]"
An R interface to OpenStreetMap API for fetching and saving data from/to the OpenStreetMap database,R,"[""curl"", ""httptest2"", ""httpuv"", ""httr2"", ""knitr"", ""rmarkdown"", ""sf"", ""testthat"", ""xml2""]"
Transits of non-spherical exoplanets,Fortran,[]
Tools for end-to-end reduction of JWST exoplanet observations,Python,"[""applesoss"", ""astropy"", ""astroquery"", ""bottleneck"", ""corner"", ""dynesty"", ""exotic_ld"", ""exouprf"", ""h5py"", ""jwst"", ""matplotlib"", ""more_itertools"", ""nbsphinx"", ""numpy"", ""pandas"", ""pastasoss"", ""pyyaml"", ""ray"", ""scikit-learn"", ""scipy"", ""sphinx_rtd_theme"", ""tqdm""]"
Ferroelectric/Ferroelastic domain wall builder,Python,[]
A Python Package to Download and Process the German Power Plant and Energy System Registry Marktstammdatenregister (MaStR),Python,"[""bump2version"", ""flake8"", ""keyring"", ""mkdocs-include-markdown-plugin"", ""mkdocs-material"", ""mkdocstrings[python]"", ""numpy"", ""pandas"", ""pre-commit"", ""psycopg2-binary"", ""pylint"", ""pytest"", ""pytest-dependency"", ""pyyaml"", ""requests"", ""sqlalchemy"", ""tqdm"", ""xmltodict"", ""zeep""]"
Cross-platform network communication software,C++,[]
"Virtualized overlay networking for the fog. The Evio network spans the continuum, from the cloud to the edge, providing a virtual private layer 2 network suitable for edge devices in IoT workloads.",Python,"[""eventlet"", ""keyring"", ""psutil"", ""pyroute2"", ""requests"", ""ryu"", ""simplejson"", ""slixmpp""]"
A Python Package for Visualizing and Analyzing Hyperspectral Data in Coastal Environments,Python,"[""affine"", ""aiobotocore"", ""aiohappyeyeballs"", ""aiohttp"", ""aioitertools"", ""aiosignal"", ""aniso8601"", ""annotated-types"", ""anyio"", ""anywidget"", ""argon2-cffi"", ""argon2-cffi-bindings"", ""arrow"", ""asttokens"", ""async-timeout"", ""attrs"", ""beautifulsoup4"", ""bleach"", ""blinker"", ""bokeh"", ""botocore"", ""bounded-pool-executor"", ""bqplot"", ""branca"", ""cachelib"", ""cachetools"", ""cartopy"", ""certifi"", ""cffi"", ""cftime"", ""charset-normalizer"", ""click"", ""click-plugins"", ""cligj"", ""cloudpickle"", ""color-operations"", ""colorama"", ""colorcet"", ""colour"", ""comm"", ""contourpy"", ""cycler"", ""dask"", ""decorator"", ""defusedxml"", ""duckdb"", ""earthaccess"", ""et-xmlfile"", ""exceptiongroup"", ""executing"", ""fastjsonschema"", ""filelock"", ""fiona"", ""flask"", ""flask-caching"", ""flask-cors"", ""flask-restx"", ""folium"", ""fonttools"", ""fqdn"", ""frozenlist"", ""fsspec"", ""gdown"", ""geojson"", ""geopandas"", ""h11"", ""h5netcdf"", ""h5py"", ""holoviews"", ""httpcore"", ""httpx"", ""hvplot"", ""hypercoast"", ""idna"", ""importlib-metadata"", ""importlib-resources"", ""ipyevents"", ""ipyfilechooser"", ""ipyleaflet"", ""ipython"", ""ipytree"", ""ipyvue"", ""ipyvuetify"", ""ipywidgets"", ""isoduration"", ""itsdangerous"", ""jedi"", ""jinja2"", ""jmespath"", ""joblib"", ""jsonpointer"", ""jsonschema"", ""jsonschema-specifications"", ""jupyter-client"", ""jupyter-core"", ""jupyter-events"", ""jupyter-leaflet"", ""jupyter-server"", ""jupyter-server-proxy"", ""jupyter-server-terminals"", ""jupyterlab-pygments"", ""jupyterlab-widgets"", ""kiwisolver"", ""leafmap"", ""linkify-it-py"", ""localtileserver"", ""locket"", ""mapclassify"", ""markdown"", ""markdown-it-py"", ""markupsafe"", ""matplotlib"", ""matplotlib-inline"", ""mdit-py-plugins"", ""mdurl"", ""mistune"", ""more-itertools"", ""morecantile"", ""msgpack"", ""multidict"", ""multimethod"", ""nbclient"", ""nbconvert"", ""nbformat"", ""nest-asyncio"", ""netcdf4"", ""networkx"", ""numexpr"", ""numpy"", ""openpyxl"", ""overrides"", ""packaging"", ""pandas"", ""pandocfilters"", ""panel"", ""param"", ""parso"", ""partd"", ""pexpect"", ""pillow"", ""platformdirs"", ""plotly"", ""pooch"", ""pqdm"", ""prometheus-client"", ""prompt-toolkit"", ""psutil"", ""psygnal"", ""ptyprocess"", ""pure-eval"", ""pycparser"", ""pydantic"", ""pydantic-core"", ""pygments"", ""pyogrio"", ""pyparsing"", ""pyproj"", ""pyshp"", ""pysocks"", ""pystac"", ""pystac-client"", ""python-box"", ""python-cmr"", ""python-dateutil"", ""python-json-logger"", ""pytz"", ""pyvista"", ""pyviz-comms"", ""pywin32"", ""pywinpty"", ""pyyaml"", ""pyzmq"", ""rasterio"", ""referencing"", ""requests"", ""rfc3339-validator"", ""rfc3986-validator"", ""rio-cogeo"", ""rio-tiler"", ""rioxarray"", ""rpds-py"", ""s3fs"", ""scikit-learn"", ""scipy"", ""scooby"", ""seaborn"", ""send2trash"", ""server-thread"", ""setuptools"", ""shapely"", ""simpervisor"", ""six"", ""sniffio"", ""soupsieve"", ""stack-data"", ""tenacity"", ""terminado"", ""threadpoolctl"", ""tinycss2"", ""tinynetrc"", ""toolz"", ""tornado"", ""tqdm"", ""traitlets"", ""traittypes"", ""trame"", ""trame-client"", ""trame-server"", ""trame-vtk"", ""trame-vuetify"", ""types-python-dateutil"", ""typing-extensions"", ""tzdata"", ""uc-micro-py"", ""uri-template"", ""urllib3"", ""uvicorn"", ""vtk"", ""wcwidth"", ""webcolors"", ""webencodings"", ""websocket-client"", ""werkzeug"", ""whitebox"", ""whiteboxgui"", ""widgetsnbextension"", ""wrapt"", ""wslink"", ""xarray"", ""xyzservices"", ""yarl"", ""zipp""]"
A Python package for the validation of heart rate and heart rate variability in wearables,Python,"[""IPython"", ""astropy"", ""avro-python3"", ""hrv-analysis"", ""ipywidgets"", ""matplotlib"", ""numpy"", ""pandas"", ""pingouin"", ""plotly"", ""pooch"", ""scipy"", ""seaborn"", ""sphinx"", ""sphinx_markdown_tables"", ""sphinx_rtd_theme"", ""statsmodels""]"
,FreeBasic,[]
Astronomical Dust Extinction,Python,"[""astropy"", ""graphviz"", ""matplotlib"", ""pytest"", ""pytest-cov"", ""pytest-doctestplus"", ""scipy"", ""sphinx"", ""sphinx-automodapi""]"
"PET2BIDS helps you convert your PET data into BIDS! raw PET scanner files (e.g. ecat, dicom) and additional side files like .e.g excel sheets -- paper @JOSS  https://doi.org/10.21105/joss.06067",Python,"[""alabaster"", ""altgraph"", ""anyio"", ""arrow"", ""babel"", ""binaryornot"", ""black"", ""briefcase"", ""build"", ""certifi"", ""chardet"", ""charset-normalizer"", ""click"", ""colorama"", ""cookiecutter"", ""dmgbuild"", ""docutils"", ""ds-store"", ""et-xmlfile"", ""exceptiongroup"", ""gitdb"", ""gitpython"", ""h11"", ""httpcore"", ""httpx"", ""idna"", ""imagesize"", ""importlib-metadata"", ""importlib-resources"", ""iniconfig"", ""jinja2"", ""joblib"", ""json-maj"", ""mac-alias"", ""macholib"", ""markdown-it-py"", ""markupsafe"", ""mdurl"", ""nibabel"", ""numpy"", ""openpyxl"", ""packaging"", ""pandas"", ""pefile"", ""pip"", ""platformdirs"", ""pluggy"", ""psutil"", ""pydicom"", ""pygments"", ""pyinstaller"", ""pyinstaller-hooks-contrib"", ""pyparsing"", ""pypet2bids"", ""pyproject-hooks"", ""pytest"", ""python-dateutil"", ""python-dotenv"", ""python-slugify"", ""pytz"", ""pywin32-ctypes"", ""pyxlsb"", ""pyyaml"", ""requests"", ""rich"", ""scipy"", ""setuptools"", ""six"", ""smmap"", ""sniffio"", ""snowballstemmer"", ""sphinx"", ""sphinx-rtd-theme"", ""sphinxcontrib-applehelp"", ""sphinxcontrib-devhelp"", ""sphinxcontrib-htmlhelp"", ""sphinxcontrib-jquery"", ""sphinxcontrib-jsmath"", ""sphinxcontrib-matlabdomain"", ""sphinxcontrib-qthelp"", ""sphinxcontrib-serializinghtml"", ""text-unidecode"", ""toml"", ""tomli"", ""tomli-w"", ""types-python-dateutil"", ""typing-extensions"", ""tzdata"", ""urllib3"", ""wheel"", ""xlrd"", ""zipp""]"
Helpful tools for polar researchers,Python,"[""numpy"", ""pandas""]"
Package for standard and sediment correction receiver functions analysis,Jupyter Notebook,[]
software for processing natural source electromagnetic data ,Jupyter Notebook,[]
,C++,"[""Doxygen"", ""MPI"", ""OpenMP"", ""Python"", ""asgard"", ""doxygen"", ""rocsolver""]"
A goblin tool for the generation of static land balance scenarios and environment,Python,"[""cattle_lca"", ""crop_lca"", ""goblin_cbm_runner"", ""grassland_production"", ""landcover_assignment"", ""landcover_lca"", ""license"", ""livestock_generation"", ""matplotlib"", ""numpy"", ""pandas"", ""python"", ""readme"", ""scenario_assessment"", ""seaborn"", ""sheep_lca"", ""sqlalchemy-utils"", ""static_scenario_generator""]"
Derive Soil Moisture Using the OPTRAM Algorithm,R,"[""CDSE"", ""dplyr"", ""geojsonio"", ""ggplot2"", ""jsonlite"", ""knitr"", ""lwgeom"", ""openeo"", ""qpdf"", ""rmarkdown"", ""sf"", ""stats"", ""terra"", ""testthat"", ""utils"", ""xml2""]"
Distributed Measurement Operator Trainer for Data Assimilation Applications,Jupyter Notebook,[]
Specify satisfiability modulo theories problems in Julia and use the SMT-LIB format to interact with SMT solvers.,Julia,[]
Motif manipulation functions for R.,R,"[""BiocGenerics"", ""BiocParallel"", ""Biostrings"", ""GenomicRanges"", ""IRanges"", ""MASS"", ""MatrixGenerics"", ""MotifDb"", ""Rcpp"", ""RcppThread"", ""S4Vectors"", ""TFBSTools"", ""ape"", ""bookdown"", ""cowplot"", ""dplyr"", ""ggbio"", ""ggplot2"", ""ggseqlogo"", ""ggtree"", ""grid"", ""knitr"", ""methods"", ""motifStack"", ""processx"", ""rlang"", ""rmarkdown"", ""seqLogo"", ""spelling"", ""stats"", ""testthat"", ""utils"", ""yaml""]"
Biologically detailed neural network simulations and analysis API,Python,"[""NEURON"", ""bluepysnap"", ""h5py"", ""matplotlib"", ""networkx"", ""numpy"", ""pandas"", ""pydantic"", ""typing-extensions""]"
ChainoPy: A Python Library for Discrete Time Markov Chain based stochastic analysis,Jupyter Notebook,[]
Framework for Data-Driven Design & Analysis of Structures & Materials (F3DASM),Python,"[""SALib"", ""filelock"", ""hydra-core"", ""hypothesis"", ""ipykernel"", ""matplotlib"", ""nbsphinx"", ""numpy"", ""pandas"", ""pathos"", ""pytest"", ""pytest-cov"", ""salib"", ""scipy"", ""sphinx"", ""sphinx-book-theme"", ""sphinx-tabs"", ""sphinx_autodoc_typehints"", ""sphinxcontrib-bibtex"", ""xarray""]"
Python code for processing neural timeseries,Python,"[""PyQt5"", ""cupy"", ""ipython"", ""ipywidgets"", ""matplotlib"", ""matplotlib-scalebar"", ""numpy"", ""pytest"", ""scipy"", ""setuptools"", ""tqdm"", ""wheel""]"
A Python assistant for performing and analyzing molecular dynamics simulations of soft matter systems,Python,"[""ase"", ""coverage"", ""dask"", ""dynasor"", ""furo"", ""joblib"", ""matplotlib"", ""mdanalysis"", ""mdanalysistests"", ""myst-nb"", ""netCDF4"", ""netcdf4"", ""numba"", ""numpy"", ""numpydoc"", ""openmm"", ""pandas"", ""pint"", ""psutil"", ""pytest"", ""ruff"", ""scipy"", ""sphinx"", ""sphinx-copybutton"", ""sphinx-design"", ""sympy"", ""tidynamics""]"
Near Real Time monitoring of satellite image time-series,Python,"[""affine"", ""dask"", ""matplotlib"", ""netCDF4"", ""nrt-data"", ""numba"", ""numpy"", ""pandas"", ""pytest"", ""rasterio"", ""scipy"", ""sphinx"", ""sphinx-gallery"", ""sphinx_rtd_theme"", ""xarray""]"
